wavelength	response
17120.0	0.8712030000000001
17130.0	0.871348
17140.0	0.87104
17150.0	0.8701090000000001
17160.0	0.8684900000000001
17170.0	0.866237
17180.0	0.86378
17190.0	0.861532
17200.0	0.8594710000000001
17210.0	0.8574700000000001
17220.0	0.8553499999999999
17230.0	0.8527450000000001
17240.0	0.8492400000000001
17250.0	0.844585
17260.0	0.839199
17270.0	0.833686
17280.0	0.82872
17290.0	0.824819
17300.0	0.821784
17310.0	0.8192400000000001
17320.0	0.8168500000000001
17330.0	0.814428
17340.0	0.81183
17350.0	0.808985
17360.0	0.80613
17370.0	0.8035550000000001
17380.0	0.8014700000000001
17390.0	0.799999
17400.0	0.799015
17410.0	0.79833
17420.0	0.7977970000000001
17430.0	0.797444
17440.0	0.7973399999999999
17450.0	0.797573
17460.0	0.7983
17470.0	0.7995760000000001
17480.0	0.80098
17490.0	0.802178
17500.0	0.8036660000000001
17510.0	0.8061499999999999
17520.0	0.809965
17530.0	0.8139700000000001
17540.0	0.816981
17550.0	0.819121
17560.0	0.82084
17570.0	0.822426
17580.0	0.82353
17590.0	0.8237829999999999
17600.0	0.8233880000000001
17610.0	0.82269
17620.0	0.821906
17630.0	0.8207450000000001
17640.0	0.81879
17650.0	0.8155070000000001
17660.0	0.8098900000000001
17670.0	0.801046
17680.0	0.7889900000000001
17690.0	0.7745010000000001
17700.0	0.7605270000000001
17710.0	0.75055
17720.0	0.746215
17730.0	0.7417900000000001
17740.0	0.730718
17750.0	0.710533
17760.0	0.6797799999999999
17770.0	0.638571
17780.0	0.59325
17790.0	0.550373
17800.0	0.511192
17810.0	0.47561000000000003
17820.0	0.44306399999999996
17830.0	0.41106699999999996
17840.0	0.37664000000000003
17850.0	0.33758699999999997
17860.0	0.29476
17870.0	0.250736
17880.0	0.21186
17890.0	0.18333200000000002
17900.0	0.16206199999999998
17910.0	0.14288
17920.0	0.12233000000000001
17930.0	0.10384
17940.0	0.09103199999999999
17950.0	0.0814651
17960.0	0.07118000000000001
17970.0	0.057800500000000005
17980.0	0.0453
17990.0	0.0378186
18000.0	0.0338467
18010.0	0.030459999999999997
18020.0	0.025602700000000003
18030.0	0.0207
18040.0	0.0174809
18050.0	0.015423000000000001
18060.0	0.01344
18070.0	0.0108086
18080.0	0.00826
18090.0	0.0066118
18100.0	0.0055788800000000005
18110.0	0.0046
18120.0	0.00328378
18130.0	0.00192
18140.0	0.00085702
