wavelength	response
11430.0	0.0
11439.999999999998	0.0020499999999999997
11450.0	0.00419
11459.999999999998	0.005719999999999999
11470.0	0.0069
11480.0	0.00877
11490.0	0.01318
11500.0	0.01966
11510.0	0.02359
11520.0	0.026760000000000003
11530.0	0.03348
11540.0	0.04458
11550.0	0.05793
11560.0	0.07086
11570.0	0.09261
11580.0	0.11799
11600.0	0.15504
11610.0	0.20085
11620.0	0.24417000000000003
11630.0	0.32549
11640.0	0.37869
11650.0	0.42493000000000003
11660.0	0.57447
11670.0	0.61135
11680.0	0.72562
11690.0	0.78223
11700.0	0.7959
11710.0	0.84584
11720.0	0.83707
11730.0	0.8172100000000001
11740.0	0.80688
11750.0	0.7950400000000001
11760.0	0.78842
11770.0	0.7863100000000001
11780.0	0.78621
11790.0	0.78673
11800.0	0.78872
11810.0	0.7938299999999999
11820.0	0.79905
11830.0	0.8014
11840.0	0.8058700000000001
11850.0	0.8130800000000001
11860.0	0.81593
11870.0	0.8162900000000001
11890.0	0.8174899999999999
11900.0	0.818
11910.0	0.8170099999999999
11920.0	0.8164600000000001
11930.0	0.8173600000000001
11940.0	0.8185500000000001
11950.0	0.81934
11960.0	0.8205
11970.0	0.82363
11980.0	0.83056
11990.0	0.83565
12000.0	0.8377500000000001
12010.0	0.84886
12020.0	0.8606100000000001
12030.0	0.8630800000000001
12040.0	0.8663500000000001
12050.0	0.86945
12060.0	0.8710800000000001
12070.0	0.87241
12080.0	0.87264
12090.0	0.86898
12100.0	0.86291
12110.0	0.85758
12120.0	0.8533
12130.0	0.84839
12140.0	0.8408199999999999
12150.0	0.8335800000000001
12160.0	0.8281900000000001
12170.0	0.8233199999999999
12190.0	0.81972
12200.0	0.8184300000000001
12210.0	0.818
12220.0	0.81735
12230.0	0.81765
12240.0	0.8194100000000001
12250.0	0.82172
12260.0	0.82447
12270.0	0.8288
12280.0	0.8338500000000001
12290.000000000002	0.8376300000000001
12300.0	0.84195
12310.000000000002	0.84757
12320.0	0.85206
12330.000000000002	0.85467
12340.0	0.85624
12350.000000000002	0.8569599999999999
12360.0	0.8569
12370.000000000002	0.85718
12380.0	0.8584
12390.000000000002	0.8588800000000001
12400.0	0.85752
12410.000000000002	0.85623
12420.0	0.85627
12430.000000000002	0.8567600000000001
12440.0	0.8569
12450.000000000002	0.8563200000000001
12460.0	0.85572
12480.0	0.85694
12490.000000000002	0.85916
12500.0	0.86014
12509.999999999998	0.8615300000000001
12520.0	0.86603
12529.999999999998	0.87075
12540.0	0.8729600000000001
12549.999999999998	0.87602
12560.0	0.88124
12569.999999999998	0.8864000000000001
12580.0	0.8912000000000001
12589.999999999998	0.89576
12600.0	0.8989400000000001
12609.999999999998	0.90059
12620.0	0.9016500000000001
12629.999999999998	0.9042300000000001
12640.0	0.91024
12649.999999999998	0.9156399999999999
12660.0	0.9178000000000001
12669.999999999998	0.91949
12680.0	0.9218000000000001
12689.999999999998	0.92422
12700.0	0.9261199999999999
12709.999999999998	0.92688
12720.0	0.92655
12730.0	0.92559
12740.0	0.92491
12750.0	0.92518
12760.0	0.9248900000000001
12780.0	0.92259
12790.0	0.91881
12800.0	0.91447
12810.0	0.9104800000000001
12820.0	0.9076000000000001
12830.0	0.90574
12840.0	0.90309
12850.0	0.8979600000000001
12860.0	0.8924500000000001
12870.0	0.888
12880.0	0.88452
12890.0	0.88188
12900.0	0.87982
12910.0	0.8778100000000001
12920.0	0.87553
12930.0	0.8731399999999999
12940.0	0.87119
12950.0	0.87055
12960.0	0.87028
12970.0	0.8683
12980.0	0.86589
12990.0	0.8651800000000001
13000.0	0.8639
13010.0	0.85989
13020.0	0.8555
13030.0	0.85206
13040.0	0.84741
13050.0	0.8421200000000001
13060.0	0.83865
13080.0	0.83662
13090.0	0.83474
13100.0	0.8330500000000001
13110.0	0.8324400000000001
13120.0	0.8347600000000001
13130.0	0.8404
13140.0	0.84732
13150.0	0.8558199999999999
13160.0	0.8669199999999999
13170.0	0.87921
13180.0	0.88645
13190.0	0.8869100000000001
13200.0	0.88048
13210.0	0.86214
13220.0	0.83825
13230.0	0.7808799999999999
13240.0	0.6653600000000001
13250.0	0.59073
13260.0	0.47496000000000005
13270.0	0.39466
13280.0	0.32202
13290.0	0.27561
13300.0	0.15829000000000001
13310.0	0.10868
13320.0	0.12713
13330.0	0.08996000000000001
13340.0	0.08246
13350.0	0.05939
13370.0	0.04672
13380.0	0.043230000000000005
13390.0	0.032400000000000005
13400.0	0.02852
13410.0	0.02161
13420.0	0.015860000000000003
13430.0	0.01436
13440.0	0.01264
13450.0	0.00982
13460.0	0.007970000000000001
13470.0	0.00719
13480.0	0.0068200000000000005
13490.0	0.00561
13500.0	0.00308
13510.0	0.0
