wavelength	response
21870.0	0.9527200000000001
21880.0	0.95238
21890.0	0.95194
21900.0	0.95145
21910.0	0.95093
21920.0	0.95048
21930.0	0.95011
21940.0	0.9495699999999999
21950.0	0.94876
21960.0	0.9483199999999999
21970.0	0.94818
21980.0	0.94806
21990.0	0.94803
22000.0	0.94818
22010.0	0.94853
22020.0	0.94903
22030.0	0.9495600000000001
22040.0	0.9500400000000001
22050.0	0.9507500000000001
22060.0	0.95176
22070.0	0.95234
22080.000000000004	0.95268
22090.0	0.95313
22100.0	0.95371
22110.0	0.95431
22120.000000000004	0.95498
22130.0	0.95572
22140.0	0.9564
22150.0	0.95696
22160.000000000004	0.95785
22170.0	0.95923
22180.0	0.96002
22190.0	0.9604
22200.000000000004	0.96082
22210.0	0.96128
22220.0	0.96163
22230.0	0.96192
