deltime, broadband_luminosity
0.02655766838457474, 1.10457299126874
0.02655766838457474, 1.0404744709096245
0.02655766838457474, 0.9560920286962888
0.03615425626443969, 1.161513222410713
0.03935311889106119, 1.2381020062658887
0.045750844144304637, 1.350575684817465
0.055347432024169585, 1.4240616822384584
0.05854629465079064, 1.5193381704444637
0.07454060778389948, 1.7294299184786628
0.07454060778389948, 1.6513558019630228
0.08797583081571014, 1.8763038032392088
0.10333037142349388, 2.124181348335572
0.10333037142349388, 2.030124435546719
0.11703978268044413, 2.2986230841961746
0.13212013506308873, 2.468789813402298
0.14171672294295368, 2.636040750976326
0.16570819264261605, 2.8970427383931145
0.19076594988448559, 3.198699493288189
0.20889283810200832, 3.560772512350324
0.21848942598187326, 3.8842377288512457
0.2472791896214681, 4.249716626451313
0.2824666785143064, 4.7474456269016025
0.3208530300337662, 5.251036640156133
0.36106730305415224, 5.735842230808785
0.41864683033334193, 6.145959694229571
0.563966589657011, 6.460030570061037
0.7092863489806804, 6.094880610266239
0.7668658762598701, 5.732066072225644
0.8422676381730945, 5.391366386067368
0.8470659321130269, 5.019796459292838
0.9158414785853926, 4.722573347296103
0.9734210058645818, 4.318656784406655
1.031800248800427, 3.968259523517353
1.0725857472898528, 3.6987267488447744
1.1109720988093126, 3.487157223763182
1.1479875092030771, 3.2804683929939578
1.2037391149813406, 3.0513139776896336
1.2741140927670167, 2.845187003061984
1.3399192668003757, 2.648419418018455
1.3988697352052606, 2.476782008907587
1.4578202036101455, 2.3306993704197736
1.5406859783188205, 2.174687775513272
1.6195912564421544, 2.049973620852363
1.7155571352408039, 1.875725993836155
1.8115230140394534, 1.7529644264932918
1.9074888928381029, 1.6372836411314857
2.0034547716367515, 1.5342315362388637
2.113815532255199, 1.43504977795355
2.210741069841835, 1.3424133162694882
2.3201421716722948, 1.2760412962093082
2.4311884028535893, 1.1936889369206285
2.5408636929091886, 1.1409272104314987
2.646426159587703, 1.0492188714467232
2.7615852141460815, 0.9925927780463197
2.876744268704461, 0.9340742931562933
2.9919033232628403, 0.8790057760169526
3.1070623778212196, 0.8260607167563693
3.222221432379599, 0.7787696824129513
3.3469770748178433, 0.7317627585551758
3.4813293051359526, 0.6873664035825421
3.615681535454061, 0.6446617992180672
3.7404371778923053, 0.6049272314512837
3.8555962324506847, 0.570812638096126
3.980351874888929, 0.5391065728123141
4.124300693086903, 0.5062235336537525
4.2682495112848775, 0.47530008023562487
4.412198329482851, 0.4465038999771652
4.556147147680825, 0.4208386781044122
4.700095965878799, 0.396513996442432
4.8440447840767735, 0.373341580930893
4.987993602274748, 0.3514039876027689
5.141539008352587, 0.32940791327968144
5.295084414430425, 0.30920851026014895
5.448629820508264, 0.291433218659293
5.602175226586104, 0.2749598094551799
5.774913808423673, 0.25867513667320047
5.957248978141106, 0.24335521512059252
6.120390972098811, 0.22926892608463847
6.27393637817665, 0.21579567841765307
6.437078372134353, 0.20358105009508082
6.609816953971922, 0.19220885285182626
6.792152123689355, 0.18142144968114454
6.97448729340679, 0.17138429902253355
7.147225875244359, 0.16103083674997226
7.319964457081927, 0.15148567680362457
7.502299626799362, 0.14331227064034338
7.6942313843966605, 0.13519882955630422
7.876566554114094, 0.12748778455212878
8.049305135951663, 0.11993090091843685
8.222043717789232, 0.11312894941627817
8.404378887506665, 0.10650930234453652
8.596310645103964, 0.10045211408592283
8.788242402701263, 0.0948939891809997
8.941787808779102, 0.08968630324189619
9.017494224275815, 0.08410850167359324
9.060145725964102, 0.08077121988817933

