Title: The Combined Ultraviolet, Optical, and Near-Infrared Light Curves of
57984.988  2.459 Sinistro    LCO1m       w       19.56  0.07  0.00 2017Natur.551...64A         X 
57984.989  2.460 -           KMTNet/CTIO I       18.40  0.13  0.00 2017Natur.551...71T *         
57984.989  2.460 VIRCAM      VISTA       J       17.66  0.02  0.00 2017ApJ...848L..27T *         
57984.990  2.461 DK1.5       DK1.5       z       18.01  0.13  0.00 2017ApJ...848L..27T *         
57984.992  2.463 Sinistro    LCO1m       w       19.48  0.07  0.00 2017Natur.551...64A         X 
57984.999  2.470 VIRCAM      VISTA       Y       17.51  0.02  0.00 2017ApJ...848L..27T *         
57985.000  2.471 IMACS       Magellan    V       19.51  0.08  0.00 2017arXiv171005443D *         
57985.000  2.471 IMACS       Magellan    i       18.36  0.02  0.00 2017arXiv171005443D *         
57985.002  2.473 Sinistro    LCO1m       i       18.46  0.10 -0.46 2017Natur.551...64A *         
57985.006  2.477 Sinistro    LCO1m       i       18.45  0.11 -0.46 2017Natur.551...64A *         
57985.008  2.479 1k2kCCD     VIRT        C       18.90  0.28  0.00 2017arXiv171005846A         X 
57985.009  2.480 IMACS       Magellan    r       18.93  0.02  0.00 2017arXiv171005443D *         
57985.010  2.481 Sinistro    LCO1m       V       19.33  0.18  0.00 2017Natur.551...64A *         
57985.016  2.487 Sinistro    LCO1m       w       19.46  0.06  0.00 2017Natur.551...64A         X 
57985.016  2.487 EFOSC2      NTT         V       19.53  0.12  0.00 2017arXiv171005443D *         
57985.017  2.488 Sinistro    LCO1m       g       20.15  0.33 -0.66 2017Natur.551...64A *         
57985.019  2.490 FLAMINGOS-2 Gemini-S    J       17.76  0.02  0.00 2017arXiv171005436K *         
57985.019  2.490 FLAMINGOS-2 Gemini-S    Ks      17.60  0.04  0.00 2017arXiv171005436K *         
57985.019  2.490 Sinistro    LCO1m       w       19.36  0.05  0.00 2017Natur.551...64A         X 
57985.054  2.525 EFOSC2      NTT         V       19.59  0.20  0.00 2017arXiv171005443D *         
57985.054  2.525 EFOSC2      NTT         U     > 20.19        0.00 2017arXiv171005443D     R     
57985.055  2.526 EFOSC2      NTT         U     > 19.60        0.00 2017Natur.551...75S     R     
57985.055  2.526 EFOSC2      NTT         U     > 19.90        0.00 this paper          * A       
57985.184  2.655 UVOT        Swift       B       19.93  0.10  0.00 2017arXiv171005437E *     O   
57985.189  2.660 UVOT        Swift       W2    > 22.21        0.00 2017arXiv171005437E *         
57985.194  2.665 UVOT        Swift       V     > 18.67        0.00 2017arXiv171005437E *         
57985.231  2.702 GFC         Pan-STARRS  i       18.44  0.09  0.00 2017Natur.551...75S *         
57985.231  2.702 GFC         Pan-STARRS  y       18.08  0.11  0.00 2017Natur.551...75S *         
57985.231  2.702 GFC         Pan-STARRS  z       18.31  0.07  0.00 2017Natur.551...75S *         
57985.357  2.828 Sinistro    LCO1m       r       19.36  0.09 -0.15 2017Natur.551...64A *         
57985.359  2.830 -           KMTNet-SSO  I       18.62  0.10  0.00 2017Natur.551...71T *         
57985.359  2.830 -           KMTNet-SSO  R       19.10  0.05  0.00 2017Natur.551...71T *         
57985.364  2.835 Sinistro    LCO1m       i       18.53  0.13 -0.50 2017Natur.551...64A *         
57985.367  2.838 Sinistro    LCO1m       i       18.62  0.14 -0.57 2017Natur.551...64A *         
57985.377  2.848 Sinistro    LCO1m       w       19.68  0.05  0.00 2017Natur.551...64A         X 
57985.381  2.852 Sinistro    LCO1m       w       19.61  0.05  0.00 2017Natur.551...64A         X 
57985.384  2.855 Skymapper   Skymapper   r       19.34  0.08  0.00 2017arXiv171005846A *         
57984.385  2.856 Skymapper   Skymapper   g       20.43  0.11  0.00 2017arXiv171005846A *         
57985.385  2.856 Sinistro    LCO1m       V       19.77  0.20  0.00 2017Natur.551...64A *         
57985.391  2.862 Sinistro    LCO1m       i       18.70  0.18 -0.63 2017Natur.551...64A *         
57985.395  2.866 Sinistro    LCO1m       i       18.63  0.15 -0.57 2017Natur.551...64A *         
57985.397  2.868 Skymapper   Skymapper   r       19.37  0.09  0.00 2017arXiv171005846A *         
57985.398  2.869 Skymapper   Skymapper   g       20.21  0.12  0.00 2017arXiv171005846A *         
57985.405  2.876 Sinistro    LCO1m       w       19.53  0.07  0.00 2017Natur.551...64A         X 
57985.408  2.879 Sinistro    LCO1m       w       19.56  0.08  0.00 2017Natur.551...64A         X 
57985.479  2.950 zadko       zadko       r       19.18  0.12  0.00 2017arXiv171005846A *         
57985.531  3.002 UVOT        Swift       V     > 18.72        0.00 2017arXiv171005437E *         
57985.550  3.021 UVOT        Swift       W1    > 22.05        0.00 2017arXiv171005437E *         
57985.554  3.025 UVOT        Swift       B     > 19.71        0.00 2017arXiv171005437E *         
57985.558  3.029 UVOT        Swift       W2    > 22.42        0.00 2017arXiv171005437E *         
57985.672  3.143 10k10kccd   AST3-2      i     > 18.67        0.00 2017arXiv171005462H *         
57985.699  3.170 SIRIUS      IRSF        H       17.57  0.04  0.00 2017arXiv171005848U *         
57985.699  3.170 SIRIUS      IRSF        J       17.78  0.05  0.00 2017arXiv171005848U *         
57985.699  3.170 SIRIUS      IRSF        Ks      17.55  0.05  0.00 2017arXiv171005848U *         
57985.715  3.186 MASTER      SAAO        W     > 19.10        0.00 2017ApJ...850L...1L *         
57985.719  3.190 -           KMTNet-SAAO I       18.73  0.11  0.00 2017Natur.551...71T *         
57985.719  3.190 -           KMTNet-SAAO R       19.30  0.05  0.00 2017Natur.551...71T *         
57985.726  3.197 Sinistro    LCO1m       r       19.75  0.12 -0.22 2017Natur.551...64A *         
57985.730  3.201 MASTER      SAAO        R     > 18.60        0.00 2017ApJ...850L...1L *         
57985.733  3.204 Sinistro    LCO1m       i       18.84  0.20 -0.57 2017Natur.551...64A *         
57985.736  3.207 Sinistro    LCO1m       i       18.76  0.15 -0.68 2017Natur.551...64A *         
57985.738  3.209 MASTER      SAAO        B     > 19.30        0.00 2017ApJ...850L...1L *         
57985.740  3.211 Sinistro    LCO1m       z       18.42  0.34 -0.72 2017Natur.551...64A *         
57985.743  3.214 Sinistro    LCO1m       V       19.89  0.19  0.00 2017Natur.551...64A *         
57985.746  3.217 Sinistro    LCO1m       w       20.13  0.13  0.00 2017Natur.551...64A         X 
57985.750  3.221 Sinistro    LCO1m       w       19.99  0.06  0.00 2017Natur.551...64A         X 
57985.776  3.247 -           1.5B        r       19.52  0.13  0.00 2017Natur.551...75S *         
57985.969  3.440 EFOSC2      NTT         V       20.54  0.20  0.00 2017arXiv171005443D *         
57985.973  3.444 FourStar    Magellan    J       17.85  0.01  0.00 2017arXiv171005443D *         
57985.973  3.444 -           RC-1000     r       20.04  0.08  0.00 2017arXiv171005448P *         
57985.974  3.445 GROND       LaSilla     H       17.72  0.07  0.00 2017Natur.551...75S *         
57985.974  3.445 GROND       LaSilla     J       17.95  0.07  0.00 2017Natur.551...75S *         
57985.974  3.445 GROND       LaSilla     K       17.63  0.10  0.00 2017Natur.551...75S *         
57985.974  3.445 GROND       LaSilla     g       21.13  0.16  0.00 2017Natur.551...75S *         
57985.974  3.445 GROND       LaSilla     i       19.03  0.01  0.00 2017Natur.551...75S *         
57985.974  3.445 GROND       LaSilla     r       19.81  0.02  0.00 2017Natur.551...75S *         
57985.974  3.445 GROND       LaSilla     z       18.74  0.02  0.00 2017Natur.551...75S *         
57985.979  3.450 -           KMTNet/CTIO I       18.87  0.11  0.00 2017Natur.551...71T *         
57985.979  3.450 -           KMTNet/CTIO R       19.54  0.06  0.00 2017Natur.551...71T *         
57985.979  3.450 VIRCAM      VISTA       Ks      17.54  0.02  0.00 2017ApJ...848L..27T *         
57985.979  3.450 FORS        VLT         r       19.28  0.01  0.00 2017ApJ...848L..27T *         
57985.983  3.454 DECam       Blanco/CTIO Y       18.05  0.03  0.00 2017ApJ...848L..17C *         
57985.984  3.455 DECam       Blanco/CTIO z       18.56  0.03  0.00 2017ApJ...848L..17C *         
57985.984  3.455 DECam       Blanco/CTIO u       23.06  0.32  0.00 2017ApJ...848L..17C *         
57985.984  3.455 DECam       Blanco/CTIO i       18.73  0.03  0.00 2017ApJ...848L..17C *         
57985.985  3.456 DECam       Blanco/CTIO r       19.29  0.04  0.00 2017ApJ...848L..17C *         
57985.986  3.457 DECam       Blanco/CTIO g       20.93  0.08  0.00 2017ApJ...848L..17C *         
57985.989  3.460 VIRCAM      VISTA       Y       17.76  0.01  0.00 2017ApJ...848L..27T *         
57985.989  3.460 VIRCAM      VISTA       J       17.86  0.02  0.00 2017ApJ...848L..27T *         
57985.989  3.460 E2V4kx4kccd Swope       V       20.52  0.12  0.00 2017arXiv171005452C *         
57985.995  3.466 E2V4kx4kccd Swope       B       21.72  0.13  0.00 2017arXiv171005452C *         
57986.000  3.471 LDSS        Magellan    z       18.38  0.05  0.00 2017arXiv171005443D *         
57986.001  3.472 E2V4kx4kccd Swope       g       20.77  0.05  0.00 2017arXiv171005452C *         
57986.003  3.474 AltaU47+    Prompt5     r       20.18  0.10  0.00 2017ApJ...848L..24V *         
57986.005  3.476 E2V4kx4kccd Swope       i       18.92  0.05  0.00 2017arXiv171005452C *         
57986.008  3.479 E2V4kx4kccd Swope       r       19.82  0.09  0.00 2017arXiv171005452C *         
57986.016  3.487 EFOSC2      NTT         V       20.55  0.15  0.00 2017arXiv171005443D *         
57986.020  3.491 XS          VLT         g       20.94  0.06  0.00 2017Natur.551...67P *         
57986.020  3.491 XS          VLT         r       19.74  0.02  0.00 2017Natur.551...67P *         
57986.020  3.491 XS          VLT         z       18.30  0.02  0.00 2017Natur.551...67P *         
57986.029  3.500 FLAMINGOS-2 Gemini-S    H       17.72  0.04  0.00 2017arXiv171005436K     R     
57986.029  3.500 FLAMINGOS-2 Gemini-S    H       17.69  0.02  0.00 2017Natur.551...71T     R     
57986.029  3.500 FLAMINGOS-2 Gemini-S    H       17.70  0.02  0.00 this paper          * A       
57986.029  3.500 FLAMINGOS-2 Gemini-S    J       17.93  0.06  0.00 2017arXiv171005436K     R     
57986.029  3.500 FLAMINGOS-2 Gemini-S    J       17.94  0.02  0.00 2017Natur.551...71T     R     
57986.029  3.500 FLAMINGOS-2 Gemini-S    J       17.94  0.02  0.00 this paper          * A       
57986.029  3.500 FLAMINGOS-2 Gemini-S    Ks      17.61  0.06  0.00 2017arXiv171005436K     R     
57986.029  3.500 FLAMINGOS-2 Gemini-S    Ks      17.62  0.02  0.00 2017Natur.551...71T     R     
57986.029  3.500 FLAMINGOS-2 Gemini-S    Ks      17.61  0.02  0.00 this paper          * A       
57986.031  3.502 MASTER      OAFA        W     > 19.80        0.00 2017ApJ...850L...1L *         
57986.039  3.510 GMOS        Gemini-S    g       20.90  0.01  0.00 2017Natur.551...71T *         
57986.039  3.510 GMOS        Gemini-S    i       18.93  0.01  0.00 2017Natur.551...71T *         
57986.039  3.510 GMOS        Gemini-S    r       19.66  0.01  0.00 2017Natur.551...71T *         
57986.049  3.520 GMOS        Gemini-S    z       18.46  0.01  0.00 2017Natur.551...71T *         
57986.053  3.524 EFOSC2      NTT         V       20.68  0.31  0.00 2017arXiv171005443D *         
57986.180  3.651 UVOT        Swift       B     > 19.37        0.00 2017arXiv171005437E *         
57986.191  3.662 UVOT        Swift       V     > 18.95        0.00 2017arXiv171005437E *         
57986.236  3.707 GFC         Pan-STARRS  i     > 17.80        0.00 2017Natur.551...75S *         
57986.236  3.707 GFC         Pan-STARRS  y     > 17.70        0.00 2017Natur.551...75S *         
57986.236  3.707 GFC         Pan-STARRS  z       18.10  0.30  0.00 2017Natur.551...75S *     O   
57986.359  3.830 -           KMTNet-SSO  I       19.00  0.10  0.00 2017Natur.551...71T *         
57986.359  3.830 -           KMTNet-SSO  R       19.64  0.09  0.00 2017Natur.551...71T *         
57986.494  3.965 zadko       zadko       r       19.86  0.21  0.00 2017arXiv171005846A *         
57986.651  4.122 10k10kccd   AST3-2      i     > 18.38        0.00 2017arXiv171005462H *         
57986.709  4.180 SIRIUS      IRSF        H       17.77  0.04  0.00 2017arXiv171005848U *         
57986.709  4.180 SIRIUS      IRSF        J       18.13  0.12  0.00 2017arXiv171005848U *         
57986.709  4.180 SIRIUS      IRSF        Ks      17.57  0.07  0.00 2017arXiv171005848U *         
57986.715  4.186 Sinistro    LCO1m       r       20.30  0.31 -0.39 2017Natur.551...64A *         
57986.718  4.189 MASTER      SAAO        W     > 20.00        0.00 2017ApJ...850L...1L *         
57986.719  4.190 -           KMTNet-SAAO I       19.23  0.10  0.00 2017Natur.551...71T *         
57986.719  4.190 -           KMTNet-SAAO R       19.94  0.06  0.00 2017Natur.551...71T *         
57986.758  4.229 MASTER      SAAO        R     > 19.50        0.00 2017ApJ...850L...1L *         
57986.810  4.281 MASTER      SAAO        B     > 19.00        0.00 2017ApJ...850L...1L *         
57986.969  4.440 -           KMTNet/CTIO I       19.22  0.10  0.00 2017Natur.551...71T *         
57986.969  4.440 -           KMTNet/CTIO R       20.12  0.08  0.00 2017Natur.551...71T *         
57986.969  4.440 Sinistro    LCO1m       r       20.25  0.28 -0.37 2017Natur.551...64A *         
57986.970  4.441 FORS2       VLT         R       20.24  0.06  0.00 2017Natur.551...67P *         
57986.973  4.444 FLAMINGOS-2 Gemini-S    H       17.92  0.10  0.00 2017ApJ...848L..17C *         
57986.974  4.445 GROND       LaSilla     H       18.02  0.10  0.00 2017Natur.551...75S *         
57986.974  4.445 GROND       LaSilla     J       18.17  0.07  0.00 2017Natur.551...75S *         
57986.974  4.445 GROND       LaSilla     K       17.53  0.11 -0.21 2017Natur.551...75S *         
57986.974  4.445 GROND       LaSilla     g       21.58  0.22  0.00 2017Natur.551...75S *         
57986.974  4.445 GROND       LaSilla     i       19.51  0.04  0.00 2017Natur.551...75S *         
57986.974  4.445 GROND       LaSilla     r       20.53  0.05  0.00 2017Natur.551...75S *         
57986.974  4.445 GROND       LaSilla     z       19.07  0.06  0.00 2017Natur.551...75S *         
57986.975  4.446 DECam       Blanco/CTIO Y       18.35  0.03  0.00 2017ApJ...848L..17C *         
57986.978  4.449 DECam       Blanco/CTIO z       18.81  0.03  0.00 2017ApJ...848L..17C *         
57986.979  4.450 VIRCAM      VISTA       Ks      17.60  0.02  0.00 2017ApJ...848L..27T *         
57986.980  4.451 VIMOS       VLT         z       18.73  0.01  0.00 2017ApJ...848L..27T *         
57986.980  4.451 DECam       Blanco/CTIO i       19.22  0.03  0.00 2017ApJ...848L..17C *         
57986.981  4.452 -           RC-1000     R       20.14  0.12  0.00 2017arXiv171005448P *         
57986.984  4.455 DECam       Blanco/CTIO r       20.25  0.05  0.00 2017ApJ...848L..17C *         
57986.988  4.459 E2V4kx4kccd Swope       i       19.39  0.04  0.00 2017arXiv171005452C *         
57986.989  4.460 VIRCAM      VISTA       Y       18.07  0.02  0.00 2017ApJ...848L..27T *         
57986.989  4.460 VIRCAM      VISTA       J       18.08  0.03  0.00 2017ApJ...848L..27T *         
57986.989  4.460 VIMOS       VLT         r       19.86  0.01  0.00 2017ApJ...848L..27T *     O   
57986.991  4.462 DECam       Blanco/CTIO g       21.73  0.11  0.00 2017ApJ...848L..17C *         
57986.992  4.463 Sinistro    LCO1m       w       20.64  0.09  0.00 2017Natur.551...64A         X 
57986.997  4.467 E2V4kx4kccd Swope       r       20.58  0.12  0.00 2017arXiv171005452C *         
57987.000  4.471 LDSS        Magellan    V       21.85  0.22  0.00 2017arXiv171005443D *     O   
57987.000  4.471 FORS2       VLT         z       18.93  0.03  0.00 2017Natur.551...67P *         
57987.004  4.475 AltaU47+    Prompt5     r       20.92  0.12  0.00 2017ApJ...848L..24V *     O   
57987.004  4.475 E2V4kx4kccd Swope       g       21.75  0.10  0.00 2017arXiv171005452C *         
57987.010  4.481 FORS2       VLT         I       19.28  0.06  0.00 2017Natur.551...67P *         
57987.019  4.490 LDSS        Magellan    g       21.78  0.06  0.00 2017arXiv171005443D *         
57987.020  4.491 FORS2       VLT         B       22.73  0.13  0.00 2017Natur.551...67P *         
57987.020  4.491 FORS2       VLT         V       21.08  0.05  0.00 2017Natur.551...67P *         
57987.022  4.493 LDSS        Magellan    B       22.52  0.14  0.00 2017arXiv171005443D *         
57987.039  4.510 FLAMINGOS-2 Gemini-S    Ks      17.72  0.09  0.00 2017arXiv171005436K *         
57987.049  4.520 FLAMINGOS-2 Gemini-S    H       18.02  0.07  0.00 2017arXiv171005436K *         
57987.049  4.520 FLAMINGOS-2 Gemini-S    J       18.15  0.06  0.00 2017arXiv171005436K *         
57987.236  4.707 GFC         Pan-STARRS  z     > 18.80        0.00 2017Natur.551...75S *         
57987.319  4.790 WFC3/IR     HST         F110W   18.26  0.01  0.00 2017ApJ...848L..27T     R     
57987.319  4.790 WFC3/IR     HST         F110W   18.43  0.03  0.00 2017Natur.551...71T *   R     
57987.358  4.829 Sinistro    LCO1m       r       20.69  0.33 -0.62 2017Natur.551...64A *         
57987.359  4.830 -           KMTNet-SSO  I       19.52  0.13  0.00 2017Natur.551...71T *         
57987.359  4.830 -           KMTNet-SSO  R       20.33  0.05  0.00 2017Natur.551...71T *         
57987.382  4.853 Skymapper   Skymapper   r     > 20.51        0.00 2017arXiv171005846A *         
57987.383  4.854 Skymapper   Skymapper   g     > 20.60        0.00 2017arXiv171005846A *         
57987.394  4.865 Skymapper   Skymapper   r     > 20.47        0.00 2017arXiv171005846A *         
57987.395  4.866 Skymapper   Skymapper   g     > 20.66        0.00 2017arXiv171005846A *         
57987.452  4.923 WFC3/IR     HST         F160W   18.06  0.03  0.00 2017ApJ...848L..27T     R     
57987.452  4.923 WFC3/IR     HST         F160W   18.12  0.03  0.00 2017Natur.551...71T     R     
57987.452  4.923 WFC3/IR     HST         F160W   18.09  0.03  0.00 this paper          * A       
57987.475  4.946 UVOT        Swift       U     > 20.85        0.00 2017arXiv171005437E *         
57987.482  4.953 UVOT        Swift       M2    > 22.47        0.00 2017arXiv171005437E *         
57987.490  4.961 zadko       zadko       r       20.23  0.23  0.00 2017arXiv171005846A *     O   
57987.709  5.180 SIRIUS      IRSF        H       17.94  0.05  0.00 2017arXiv171005848U *         
57987.709  5.180 SIRIUS      IRSF        J       18.31  0.06  0.00 2017arXiv171005848U *         
57987.709  5.180 SIRIUS      IRSF        Ks      17.68  0.04  0.00 2017arXiv171005848U *         
57987.719  5.190 -           KMTNet-SAAO I       19.68  0.10  0.00 2017Natur.551...71T *         
57987.719  5.190 -           KMTNet-SAAO R       20.64  0.07  0.00 2017Natur.551...71T *         
57987.849  5.320 WFC3/UVIS   HST         F336W   24.97  0.11  0.00 2017arXiv171005436K *         
57987.849  5.320 WFC3/UVIS   HST         F336W   25.05  0.11  0.00 2017arXiv171005436K *         
57987.879  5.350 WFC3/UVIS   HST         F336W   25.18  0.11  0.00 2017arXiv171005436K *         
57987.969  5.440 FORS        VLT         r       20.39  0.03  0.00 2017ApJ...848L..27T *         
57987.971  5.442 LDSS        Magellan    z       19.08  0.12  0.00 2017arXiv171005443D *         
57987.975  5.446 DECam       Blanco/CTIO Y       18.83  0.18  0.00 2017ApJ...848L..17C *         
57987.977  5.448 DECam       Blanco/CTIO z       19.17  0.11  0.00 2017ApJ...848L..17C *         
57987.979  5.450 DECam       Blanco/CTIO i       19.55  0.18  0.00 2017ApJ...848L..17C *         
57987.983  5.454 DECam       Blanco/CTIO r       20.79  0.24  0.00 2017ApJ...848L..17C *         
57987.990  5.461 OmegaCam    VST         g       22.51  0.12  0.00 2017Natur.551...67P *         
57987.990  5.461 DECam       Blanco/CTIO g       22.03  0.42  0.00 2017ApJ...848L..17C *         
57988.002  5.473 E2V4kx4kccd Swope       i       20.27  0.12  0.00 2017arXiv171005452C *     O   
57988.020  5.491 XS          VLT         r       20.74  0.03  0.00 2017Natur.551...67P *         
57988.020  5.491 XS          VLT         z       19.16  0.03  0.00 2017Natur.551...67P *         
57988.234  5.705 GFC         Pan-STARRS  y       18.95  0.44  0.00 2017Natur.551...75S *         
57988.359  5.830 -           KMTNet-SSO  R       20.95  0.07  0.00 2017Natur.551...71T *         
57988.369  5.840 -           KMTNet-SSO  I       19.99  0.14  0.00 2017Natur.551...71T *         
57988.438  5.909 UVOT        Swift       B     > 19.50        0.00 2017arXiv171005437E *         
57988.445  5.916 UVOT        Swift       V     > 18.54        0.00 2017arXiv171005437E *         
57988.481  5.952 zadko       zadko       r     > 20.60        0.00 2017arXiv171005846A *         
57988.729  6.200 -           KMTNet-SAAO I       20.31  0.11  0.00 2017Natur.551...71T *         
57988.729  6.200 SIRIUS      IRSF        H       18.12  0.04  0.00 2017arXiv171005848U *         
57988.729  6.200 SIRIUS      IRSF        H       18.60  0.18  0.00 2017arXiv171005436K *         
57988.729  6.200 SIRIUS      IRSF        J       18.36  0.05  0.00 2017arXiv171005848U *         
57988.729  6.200 SIRIUS      IRSF        J       18.65  0.19  0.00 2017arXiv171005436K *         
57988.729  6.200 SIRIUS      IRSF        Ks      17.69  0.03  0.00 2017arXiv171005848U *         
57988.729  6.200 SIRIUS      IRSF        Ks      18.01  0.10  0.00 2017arXiv171005436K *         
57988.970  6.441 OmegaCam    VST         i       20.33  0.09  0.00 2017Natur.551...67P *         
57988.974  6.445 DECam       Blanco/CTIO Y       19.06  0.31  0.00 2017ApJ...848L..17C *         
57988.979  6.450 VISIR       VLT         J8.9  > 8.26         0.00 2017arXiv171005436K *         
57988.980  6.451 FORS2       VLT         I       20.14  0.07  0.00 2017Natur.551...67P *         
57988.980  6.451 OmegaCam    VST         r       21.31  0.07  0.00 2017Natur.551...67P *         
57988.980  6.451 FORS2       VLT         z       19.63  0.04  0.00 2017Natur.551...67P *         
57988.985  6.456 DECam       Blanco/CTIO r       20.95  0.35  0.00 2017ApJ...848L..17C *         
57988.989  6.460 VIRCAM      VISTA       Ks      17.84  0.03  0.00 2017ApJ...848L..27T *         
57988.996  6.467 DECam       Blanco/CTIO g       22.08  0.52  0.00 2017ApJ...848L..17C *         
57988.999  6.470 VIRCAM      VISTA       Y       18.71  0.04  0.00 2017ApJ...848L..27T *         
57988.999  6.470 VIRCAM      VISTA       J       18.74  0.04  0.00 2017ApJ...848L..27T *         
57989.000  6.471 FORS2       VLT         R       21.27  0.11  0.00 2017Natur.551...67P *         
57989.020  6.491 FORS2       VLT         B       23.81  0.25  0.00 2017Natur.551...67P *         
57989.020  6.491 FORS2       VLT         V       22.36  0.16  0.00 2017Natur.551...67P *         
57989.230  6.701 GFC         Pan-STARRS  y       19.31  0.43  0.00 2017Natur.551...75S *         
57989.234  6.705 LRIS        Keck-I      I       20.83  0.09  0.00 2017arXiv171005443D *         
57989.235  6.706 LRIS        Keck-I      g     > 22.20        0.00 2017arXiv171005443D *         
57989.369  6.840 -           KMTNet-SSO  I       20.39  0.12  0.00 2017Natur.551...71T *         
57989.699  7.170 SIRIUS      IRSF        H       18.51  0.05  0.00 2017arXiv171005848U *         
57989.699  7.170 SIRIUS      IRSF        H       18.53  0.17  0.00 2017arXiv171005436K *         
57989.699  7.170 SIRIUS      IRSF        J       18.95  0.32  0.00 2017arXiv171005436K *         
57989.699  7.170 SIRIUS      IRSF        J       18.98  0.08  0.00 2017arXiv171005848U *         
57989.699  7.170 SIRIUS      IRSF        Ks      17.95  0.04  0.00 2017arXiv171005848U *         
57989.699  7.170 SIRIUS      IRSF        Ks      18.02  0.12  0.00 2017arXiv171005436K *         
57989.729  7.200 -           KMTNet-SAAO I       20.89  0.13  0.00 2017Natur.551...71T *         
57989.769  7.240 WFC3/IR     HST         F110W   19.06  0.01  0.00 2017ApJ...848L..27T     R     
57989.769  7.240 WFC3/IR     HST         F110W   19.37  0.04  0.00 2017Natur.551...71T *   R     
57989.966  7.437 FLAMINGOS-2 Gemini-S    H       18.79  0.14  0.00 2017ApJ...848L..17C *         
57989.969  7.440 ANDICAM     1.3m/CTIO   K       18.06  0.17  0.00 2017arXiv171005436K *         
57989.970  7.441 LDSS        Magellan    z       19.87  0.07  0.00 2017arXiv171005443D *         
57989.973  7.444 DECam       Blanco/CTIO Y       19.44  0.05  0.00 2017ApJ...848L..17C *         
57989.979  7.450 VIRCAM      VISTA       Ks      17.95  0.04  0.00 2017ApJ...848L..27T *         
57989.979  7.450 DECam       Blanco/CTIO z       19.89  0.05  0.00 2017ApJ...848L..17C *         
57989.982  7.453 DECam       Blanco/CTIO i       20.54  0.05  0.00 2017ApJ...848L..17C *         
57989.983  7.454 GROND       LaSilla     H       18.74  0.06  0.00 2017Natur.551...75S *         
57989.983  7.454 GROND       LaSilla     J       19.26  0.28  0.00 2017Natur.551...75S *         
57989.983  7.454 GROND       LaSilla     K       18.04  0.12 -0.36 2017Natur.551...75S *         
57989.983  7.454 GROND       LaSilla     g     > 20.50        0.00 2017Natur.551...75S *         
57989.983  7.454 GROND       LaSilla     i     > 20.50        0.00 2017Natur.551...75S *         
57989.983  7.454 GROND       LaSilla     r     > 20.60        0.00 2017Natur.551...75S *         
57989.983  7.454 GROND       LaSilla     z     > 19.70        0.00 2017Natur.551...75S *         
57989.987  7.458 DECam       Blanco/CTIO r       21.23  0.11  0.00 2017ApJ...848L..17C *         
57989.989  7.460 VIRCAM      VISTA       J       19.07  0.08  0.00 2017ApJ...848L..27T *         
57989.990  7.461 E2V4kx4kccd Swope       i       21.42  0.18  0.00 2017arXiv171005452C *     O   
57989.996  7.467 -           RC-1000     r     > 21.00        0.00 2017arXiv171005448P *         
57989.997  7.468 DECam       Blanco/CTIO g       23.28  0.34  0.00 2017ApJ...848L..17C *         
57989.999  7.470 VIRCAM      VISTA       Y       19.24  0.07  0.00 2017ApJ...848L..27T *         
57990.004  7.475 AltaU47+    Prompt5     r     > 20.89        0.00 2017ApJ...848L..24V *         
57990.030  7.501 LDSS        Magellan    B       23.85  0.31  0.00 2017arXiv171005443D *         
57990.039  7.510 GMOS        Gemini-S    i       20.91  0.03  0.00 2017Natur.551...71T *         
57990.039  7.510 GMOS        Gemini-S    r       21.74  0.04  0.00 2017Natur.551...71T *         
57990.229  7.700 HSC         Subaru      z       20.21  0.04  0.00 2017arXiv171005848U *         
57990.230  7.701 GFC         Pan-STARRS  y     > 18.90        0.00 2017Natur.551...75S *         
57990.585  8.056 WFC3/UVIS   HST         F606W   22.49  0.17  0.00 2017Natur.551...71T *         
57990.645  8.116 WFC3/UVIS   HST         F475W   23.14  0.02  0.00 2017ApJ...848L..27T     R     
57990.645  8.116 WFC3/UVIS   HST         F475W   23.66  0.42  0.00 2017Natur.551...71T     R     
57990.645  8.116 WFC3/UVIS   HST         F475W   23.14  0.02  0.00 this paper          * A       
57990.968  8.439 GROND       LaSilla     H       19.26  0.26  0.00 2017Natur.551...75S *         
57990.968  8.439 GROND       LaSilla     J       19.64  0.11  0.00 2017Natur.551...75S *         
57990.968  8.439 GROND       LaSilla     K       18.35  0.16 -0.51 2017Natur.551...75S *         
57990.968  8.439 GROND       LaSilla     g     > 22.20        0.00 2017Natur.551...75S *         
57990.968  8.439 GROND       LaSilla     i     > 21.10        0.00 2017Natur.551...75S *         
57990.968  8.439 GROND       LaSilla     r     > 21.70        0.00 2017Natur.551...75S *         
57990.968  8.439 GROND       LaSilla     z     > 21.50        0.00 2017Natur.551...75S *         
57990.972  8.443 VIMOS       VLT         z       20.28  0.03  0.00 2017ApJ...848L..27T *         
57990.972  8.443 LDSS        Magellan    z       20.40  0.07  0.00 2017arXiv171005443D *         
57990.973  8.444 DECam       Blanco/CTIO Y       20.06  0.07  0.00 2017ApJ...848L..17C *         
57990.979  8.450 ANDICAM     1.3m/CTIO   K       18.44  0.18  0.00 2017arXiv171005436K *         
57990.979  8.450 VIRCAM      VISTA       Ks      18.25  0.03  0.00 2017ApJ...848L..27T *         
57990.979  8.450 VIRCAM      VISTA       J       19.69  0.09  0.00 2017ApJ...848L..27T *         
