 #redshift day     u       g       r       i       z       J       H       K
  0.01    1.06   24.50   22.67   20.97   19.33   18.43   19.03   20.36   21.26
  0.01    1.19   24.91   22.86   21.04   19.37   18.42   19.02   20.53   21.46
  0.01    1.33   25.30   23.07   21.13   19.42   18.43   19.01   20.76   21.98
  0.01    1.50   25.82   23.29   21.22   19.50   18.45   18.98   20.83   22.42
  0.01    1.68   26.27   23.58   21.39   19.59   18.50   18.93   20.65   22.52
  0.01    1.88   26.79   23.91   21.56   19.71   18.56   18.91   20.41   22.20
  0.01    2.11   27.60   24.21   21.73   19.83   18.64   18.88   20.14   21.80
  0.01    2.37   28.16   24.67   21.98   19.98   18.76   18.86   19.93   21.42
  0.01    2.66   28.77   25.22   22.26   20.17   18.92   18.82   19.71   20.94
  0.01    2.99   30.10   25.65   22.53   20.37   19.08   18.79   19.58   20.55
  0.01    3.35   30.56   26.30   22.90   20.69   19.26   18.78   19.52   20.20
  0.01    3.76   30.50   26.95   23.39   21.02   19.46   18.84   19.52   19.94
  0.01    4.22   32.70   27.79   23.87   21.42   19.67   18.97   19.58   19.70
  0.01    4.73   37.35   28.48   24.56   21.94   19.93   19.17   19.69   19.46
  0.01    5.31    +Inf   29.51   25.31   22.51   20.29   19.39   19.75   19.23
  0.01    5.96   46.61   30.44   26.26   23.09   20.76   19.66   19.84   19.07
  0.01    6.68    +Inf   31.73   27.08   23.71   21.33   19.99   19.93   19.04
  0.01    7.50    +Inf   33.48   28.19   24.34   21.96   20.43   20.08   19.04
  0.01    8.41    +Inf   31.98   28.38   25.00   22.62   20.96   20.30   19.11
  0.01    9.44   32.89   32.67   29.18   25.77   23.30   21.49   20.55   19.18
  0.01   10.59    +Inf   35.13   28.70   26.51   24.02   22.02   20.85   19.30
  0.01   11.89    +Inf   34.03   28.96   26.99   24.79   22.51   21.14   19.42
  0.01   13.34    +Inf   32.17   28.59   27.19   25.50   22.81   21.40   19.54
  0.01   14.96    +Inf   32.03   28.90   27.40   25.93   23.11   21.68   19.70
  0.01   16.79    +Inf   42.46   28.84   27.48   26.20   23.33   21.89   19.88
  0.01   18.84    +Inf   36.31   28.98   27.53   26.28   23.47   22.09   20.02
  0.01   21.13    +Inf   32.04   28.96   27.46   26.42   23.54   22.30   20.11
  0.01   23.71    +Inf   38.16   29.08   27.57   26.56   23.74   22.54   20.26
  0.01   26.61    +Inf   33.42   28.72   27.42   26.55   23.93   22.73   20.41
  0.01   29.85    +Inf   34.15   28.40   27.47   26.74   24.04   22.91   20.53


  0.02    1.06   26.12   24.24   22.57   20.91   19.97   20.49   21.84   22.72
  0.02    1.19   26.50   24.43   22.64   20.95   19.96   20.48   22.02   22.92
  0.02    1.33   26.93   24.65   22.75   21.00   19.98   20.46   22.23   23.44
  0.02    1.50   27.45   24.86   22.83   21.09   20.00   20.43   22.29   23.85
  0.02    1.68   27.90   25.16   23.00   21.18   20.05   20.38   22.12   23.93
  0.02    1.88   28.44   25.51   23.18   21.30   20.12   20.36   21.87   23.61
  0.02    2.11   29.26   25.81   23.35   21.42   20.20   20.34   21.61   23.22
  0.02    2.37   29.85   26.30   23.60   21.58   20.33   20.32   21.41   22.85
  0.02    2.66   30.39   26.84   23.88   21.77   20.49   20.29   21.20   22.39
  0.02    2.99   31.65   27.30   24.16   21.97   20.65   20.27   21.07   22.01
