 #redshift day     u       g       r       i       z       J       H       K
  0.01    1.06   28.75   24.73   22.87   21.67   20.24   21.23   23.09   25.40
  0.01    1.19   29.29   25.05   23.09   21.79   20.32   21.12   22.65   24.92
  0.01    1.33   30.15   25.53   23.34   21.93   20.41   20.96   22.23   24.46
  0.01    1.50   31.37   26.07   23.62   22.11   20.50   20.81   21.88   23.88
  0.01    1.68   33.03   26.86   24.00   22.29   20.62   20.71   21.76   23.26
  0.01    1.88   33.48   27.84   24.44   22.50   20.75   20.71   21.75   22.78
  0.01    2.11   33.84   28.92   25.10   22.78   20.92   20.85   21.86   22.30
  0.01    2.37   36.20   30.19   25.97   23.19   21.14   21.03   22.01   21.81
  0.01    2.66   33.47   31.89   26.89   23.69   21.46   21.27   22.06   21.38
  0.01    2.99    +Inf   32.62   28.02   24.26   21.90   21.49   21.94   21.07
  0.01    3.35   52.47   32.80   28.98   24.91   22.44   21.78   21.88   20.96
  0.01    3.76   34.64   33.81   29.86   25.63   23.06   22.18   21.96   20.95
  0.01    4.22    +Inf   35.52   30.83   26.34   23.75   22.70   22.14   20.96
  0.01    4.73    +Inf   37.99   31.19   27.08   24.56   23.22   22.41   20.98
  0.01    5.31    +Inf    +Inf   31.89   28.02   25.46   23.72   22.80   21.05
  0.01    5.96    +Inf   38.61   32.12   28.76   26.44   24.19   23.20   21.14
  0.01    6.68    +Inf   38.96   33.13   28.91   27.24   24.56   23.55   21.27
  0.01    7.50    +Inf   39.91   32.95   29.13   27.80   24.77   23.88   21.44
  0.01    8.41    +Inf   44.01   32.94   29.33   28.08   25.00   24.19   21.58
  0.01    9.44    +Inf    +Inf   32.06   29.25   28.32   25.12   24.42   21.70
  0.01   10.59    +Inf    +Inf   32.12   29.45   28.35   25.30   24.66   21.83
  0.01   11.89    +Inf   35.29   31.85   29.48   28.43   25.42   24.96   21.98
  0.01   13.34    +Inf    +Inf   32.44   29.28   28.62   25.57   25.22   22.10
  0.01   14.96    +Inf    +Inf   32.39   29.34   28.67   25.72   25.44   22.26
  0.01   16.79    +Inf    +Inf   32.50   29.28   28.88   25.94   25.83   22.42
  0.01   18.84    +Inf   36.08   31.58   29.32   28.73   26.19   26.06   22.57
  0.01   21.13    +Inf   38.64   31.90   29.30   28.76   26.33   26.26   22.68
  0.01   23.71    +Inf   38.22   31.74   29.03   28.72   26.47   26.46   22.81
  0.01   26.61    +Inf   42.62   31.86   29.03   28.73   26.66   26.70   22.96
  0.01   29.85    +Inf   40.28   32.08   29.14   28.68   26.86   26.94   23.09


  0.02    1.06   30.47   26.33   24.43   23.26   21.80   22.63   24.54   26.79
  0.02    1.19   31.08   26.66   24.66   23.38   21.88   22.53   24.10   26.33
  0.02    1.33   31.94   27.14   24.92   23.53   21.98   22.39   23.69   25.88
  0.02    1.50   33.03   27.70   25.20   23.72   22.08   22.26   23.36   25.33
  0.02    1.68   34.83   28.50   25.61   23.90   22.19   22.17   23.23   24.73
  0.02    1.88   35.17   29.49   26.06   24.12   22.33   22.19   23.22   24.26
  0.02    2.11   35.41   30.57   26.76   24.40   22.50   22.33   23.33   23.79
  0.02    2.37   38.65   31.81   27.64   24.82   22.73   22.52   23.49   23.31
  0.02    2.66   34.88   33.49   28.62   25.34   23.05   22.77   23.55   22.89
  0.02    2.99    +Inf   34.31   29.71   25.92   23.50   23.00   23.45   22.60
  0.02    3.35    +Inf   34.54   30.67   26.60   24.06   23.31   23.40   22.49
  0.02    3.76   36.18   35.49   31.55   27.33   24.67   23.73   23.48   22.48
  0.02    4.22    +Inf   37.00   32.48   28.07   25.36   24.25   23.66   22.49
  0.02    4.73    +Inf   40.58   32.88   28.84   26.16   24.77   23.93   22.52
  0.02    5.31    +Inf    +Inf   33.58   29.72   27.07   25.28   24.34   22.60
  0.02    5.96    +Inf   41.20   33.70   30.46   28.04   25.76   24.75   22.70
  0.02    6.68    +Inf   41.65   35.09   30.56   28.81   26.13   25.11   22.83
  0.02    7.50    +Inf   42.33   34.63   30.77   29.35   26.34   25.43   23.01
  0.02    8.41    +Inf    +Inf   34.64   30.96   29.63   26.57   25.75   23.15
  0.02    9.44    +Inf    +Inf   33.94   30.89   29.84   26.69   25.97   23.27
  0.02   10.59    +Inf    +Inf   33.85   31.08   29.88   26.88   26.22   23.39
  0.02   11.89    +Inf   37.00   33.47   31.11   29.95   26.99   26.50   23.54
  0.02   13.34    +Inf    +Inf   34.19   30.89   30.14   27.14   26.76   23.67
  0.02   14.96    +Inf    +Inf   34.27   30.96   30.18   27.29   26.98   23.83
  0.02   16.79    +Inf    +Inf   34.30   30.88   30.38   27.51   27.35   23.99
  0.02   18.84    +Inf   37.75   33.30   30.88   30.24   27.77   27.58   24.14
  0.02   21.13    +Inf   41.16   33.61   30.89   30.28   27.92   27.77   24.25
  0.02   23.71    +Inf   41.13   33.49   30.59   30.21   28.05   27.96   24.38
  0.02   26.61    +Inf   44.69   33.70   30.59   30.24   28.23   28.21   24.53
  0.02   29.85    +Inf   42.60   33.87   30.75   30.17   28.43   28.43   24.66


  0.03    1.06   31.51   27.30   25.36   24.23   22.74   23.41   25.37   27.55
  0.03    1.19   32.24   27.64   25.61   24.35   22.83   23.32   24.92   27.12
  0.03    1.33   33.08   28.13   25.87   24.50   22.93   23.20   24.52   26.69
  0.03    1.50   34.00   28.71   26.17   24.70   23.03   23.09   24.21   26.14
  0.03    1.68   35.87   29.51   26.58   24.88   23.15   23.01   24.08   25.57
  0.03    1.88   36.10   30.51   27.07   25.11   23.29   23.04   24.07   25.10
  0.03    2.11   36.22   31.61   27.79   25.40   23.46   23.19   24.17   24.65
  0.03    2.37   40.51   32.81   28.70   25.83   23.69   23.38   24.34   24.18
  0.03    2.66   35.84   34.47   29.71   26.36   24.03   23.64   24.42   23.78
  0.03    2.99    +Inf   35.56   30.78   26.96   24.49   23.89   24.34   23.51
  0.03    3.35    +Inf   35.74   31.75   27.66   25.04   24.21   24.30   23.40
  0.03    3.76   37.00   36.43   32.60   28.42   25.66   24.65   24.37   23.39
  0.03    4.22    +Inf   37.73   33.60   29.16   26.34   25.17   24.55   23.40
  0.03    4.73    +Inf   42.42   33.76   29.96   27.14   25.70   24.84   23.45
  0.03    5.31    +Inf    +Inf   34.73   30.81   28.05   26.22   25.25   23.53
  0.03    5.96    +Inf   42.72   34.58   31.57   29.01   26.71   25.67   23.63
  0.03    6.68    +Inf   43.24   36.63   31.59   29.76   27.07   26.04   23.77
  0.03    7.50    +Inf   43.77   35.68   31.81   30.27   27.29   26.36   23.95
  0.03    8.41    +Inf    +Inf   35.61   31.98   30.56   27.53   26.68   24.09
  0.03    9.44    +Inf    +Inf   35.13   31.89   30.77   27.63   26.90   24.21
  0.03   10.59    +Inf    +Inf   34.84   32.09   30.79   27.84   27.13   24.34
  0.03   11.89    +Inf   38.28   34.49   32.08   30.86   27.94   27.41   24.48
  0.03   13.34    +Inf    +Inf   35.40   31.87   31.03   28.09   27.66   24.61
  0.03   14.96    +Inf    +Inf   35.46   31.88   31.07   28.25   27.89   24.78
  0.03   16.79    +Inf    +Inf   35.54   31.82   31.26   28.47   28.23   24.94
  0.03   18.84    +Inf   39.03   34.36   31.84   31.12   28.72   28.47   25.08
  0.03   21.13    +Inf   43.02   34.72   31.87   31.16   28.88   28.64   25.20
  0.03   23.71    +Inf   42.83   34.59   31.55   31.08   29.00   28.83   25.33
  0.03   26.61    +Inf   46.50   34.93   31.55   31.12   29.19   29.08   25.49
  0.03   29.85    +Inf   44.65   35.03   31.74   31.04   29.39   29.30   25.61


  0.04    1.06   32.32   28.02   26.04   24.94   23.43   23.94   25.95   28.06
  0.04    1.19   33.10   28.37   26.29   25.07   23.52   23.86   25.50   27.66
  0.04    1.33   33.98   28.86   26.57   25.22   23.62   23.75   25.11   27.23
  0.04    1.50   34.78   29.46   26.88   25.42   23.72   23.66   24.80   26.70
  0.04    1.68   36.62   30.26   27.30   25.60   23.85   23.60   24.68   26.15
  0.04    1.88   36.56   31.27   27.82   25.83   23.99   23.64   24.66   25.70
  0.04    2.11   36.69   32.41   28.57   26.14   24.17   23.79   24.77   25.26
  0.04    2.37   42.06   33.61   29.49   26.57   24.41   24.00   24.94   24.80
  0.04    2.66   36.47   35.18   30.52   27.12   24.76   24.26   25.04   24.42
  0.04    2.99    +Inf   36.64   31.57   27.74   25.22   24.52   24.97   24.16
  0.04    3.35    +Inf   36.69   32.56   28.47   25.78   24.86   24.94   24.06
  0.04    3.76   37.42   37.03   33.40   29.26   26.39   25.30   25.01   24.05
  0.04    4.22    +Inf   38.47   34.46   30.03   27.07   25.84   25.19   24.07
  0.04    4.73    +Inf   43.87   34.58   30.83   27.85   26.37   25.48   24.12
  0.04    5.31    +Inf    +Inf   35.71   31.66   28.77   26.91   25.91   24.21
  0.04    5.96    +Inf   43.72   35.30   32.43   29.72   27.40   26.33   24.31
  0.04    6.68    +Inf   44.37   37.69   32.38   30.46   27.78   26.71   24.46
  0.04    7.50    +Inf   44.65   36.33   32.59   30.97   27.99   27.04   24.64
  0.04    8.41    +Inf    +Inf   36.34   32.74   31.23   28.23   27.35   24.78
  0.04    9.44    +Inf    +Inf   36.00   32.62   31.42   28.33   27.57   24.90
  0.04   10.59    +Inf    +Inf   35.69   32.81   31.42   28.55   27.80   25.03
  0.04   11.89    +Inf   39.51   35.30   32.85   31.53   28.64   28.06   25.18
  0.04   13.34    +Inf    +Inf   36.26   32.60   31.65   28.80   28.31   25.31
  0.04   14.96    +Inf    +Inf   36.38   32.57   31.71   28.96   28.53   25.47
  0.04   16.79    +Inf    +Inf   36.47   32.54   31.87   29.18   28.85   25.64
  0.04   18.84    +Inf   40.32   35.24   32.54   31.75   29.43   29.08   25.78
  0.04   21.13    +Inf   44.54   35.61   32.59   31.81   29.59   29.26   25.89
  0.04   23.71    +Inf   44.36   35.40   32.27   31.71   29.70   29.45   26.03
  0.04   26.61    +Inf    +Inf   35.88   32.25   31.75   29.90   29.68   26.19
  0.04   29.85    +Inf   45.85   35.95   32.46   31.66   30.09   29.90   26.31


  0.05    1.06   33.00   28.61   26.59   25.51   23.99   24.33   26.39   28.44
  0.05    1.19   33.96   28.96   26.84   25.63   24.08   24.26   25.94   28.05
  0.05    1.33   34.71   29.46   27.12   25.79   24.18   24.17   25.55   27.64
  0.05    1.50   35.36   30.07   27.45   26.00   24.29   24.10   25.26   27.12
